,itemList
1,terca-feira , Falta de Atencao a Conducao , Colisao com objeto estatico ,  , FORD , Masculino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , tarde , janeiro,terca-feira , Pista Escorregadia , Colisao com objeto estatico ,  , FORD , Masculino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , tarde , janeiro,terca-feira , Falta de Atencao a Conducao , Capotamento ,  , FORD , Masculino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , tarde , janeiro,terca-feira , Pista Escorregadia , Capotamento ,  , FORD , Masculino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , tarde , janeiro
2,quinta-feira , Desobediencia as normas de transito pelo pedestre , Atropelamento de Pedestre ,  , FIAT , Masculino , Caminhonete , Faixa Etaria:20-24 , Idade veiculo: > 5 anos , tarde , janeiro,quinta-feira , Desobediencia as normas de transito pelo pedestre , Atropelamento de Pedestre ,  , FIAT , Masculino , Caminhonete , Faixa Etaria:40-44 , Idade veiculo: > 5 anos , tarde , janeiro
13,sexta-feira , Pista Escorregadia , Tombamento ,  , JEEP , Masculino , Camioneta , Faixa Etaria:65-69 , Idade veiculo: < 3 anos , tarde , janeiro,sexta-feira , Falta de Atencao do Pedestre , Tombamento ,  , JEEP , Masculino , Camioneta , Faixa Etaria:65-69 , Idade veiculo: < 3 anos , tarde , janeiro
14,segunda-feira , Defeito Mecanico no Veiculo , Colisao com objeto estatico ,  , FIAT , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,segunda-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , FIAT , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,segunda-feira , Defeito Mecanico no Veiculo , Colisao com objeto estatico ,  , VW , Masculino , Caminhonete , Faixa Etaria:30-34 , Idade veiculo: < 3 anos , madrugada , janeiro,segunda-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , VW , Masculino , Caminhonete , Faixa Etaria:30-34 , Idade veiculo: < 3 anos , madrugada , janeiro,segunda-feira , Defeito Mecanico no Veiculo , Colisao com objeto estatico ,  , FIAT , Feminino , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , madrugada , janeiro,segunda-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , FIAT , Feminino , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , madrugada , janeiro
15,quarta-feira , Nao guardar distancia de seguranca , Saida de leito carroc vel ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Saida de leito carroc vel ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Saida de leito carroc vel ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Saida de leito carroc vel ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Colisao lateral ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Colisao lateral ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Colisao lateral ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Colisao lateral ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Saida de leito carroc vel ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Saida de leito carroc vel ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Saida de leito carroc vel ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Saida de leito carroc vel ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Colisao lateral ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Colisao lateral ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Colisao lateral ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Colisao lateral ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Colisao traseira ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Colisao traseira ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Colisao traseira ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Colisao traseira ,  , HYUNDAI , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Saida de leito carroc vel ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Saida de leito carroc vel ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Saida de leito carroc vel ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Saida de leito carroc vel ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Colisao lateral ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Colisao lateral ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Colisao lateral ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Colisao lateral ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Nao guardar distancia de seguranca , Colisao traseira ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Pista Escorregadia , Colisao traseira ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Velocidade Incompativel , Colisao traseira ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro,quarta-feira , Falta de Atencao a Conducao , Colisao traseira ,  , FORD , Feminino , Automovel , Faixa Etaria:50-54 , Idade veiculo: < 3 anos , madrugada , janeiro
16,sexta-feira , Carga excessiva e/ou mal acondicionada , Derramamento de carga ,  , VOLVO , Masculino , Caminhao-trator , Faixa Etaria:30-34 , Idade veiculo: > 5 anos , noite , fevereiro,sexta-feira , Carga excessiva e/ou mal acondicionada , Derramamento de carga ,  , RANDON , Nao Informado sexo , Semireboque , Faixa Etaria:35-39 , Idade veiculo: > 10 anos , noite , fevereiro
17,fim_de_semana , Falta de Atencao a Conducao , Colisao lateral ,  , FIAT , Nao Informado sexo , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , noite , fevereiro,fim_de_semana , Falta de Atencao a Conducao , Colisao lateral ,  , KASINSKI , Feminino , Motocicleta , Faixa Etaria:45-49 , Idade veiculo: > 5 anos , noite , fevereiro,fim_de_semana , Falta de Atencao a Conducao , Colisao lateral ,  , KASINSKI , Masculino , Motocicleta , Faixa Etaria:55-59 , Idade veiculo: > 5 anos , noite , fevereiro
18,fim_de_semana , Nao guardar distancia de seguranca , Colisao traseira ,  , FORD , Masculino , Automovel , Faixa Etaria:30-34 , Idade veiculo: > 5 anos , noite , fevereiro,fim_de_semana , Nao guardar distancia de seguranca , Colisao traseira ,  , HONDA , Feminino , Automovel , Faixa Etaria:40-44 , Idade veiculo: > 5 anos , noite , fevereiro,fim_de_semana , Nao guardar distancia de seguranca , Colisao traseira ,  , HONDA , Feminino , Automovel , Faixa Etaria:60-64 , Idade veiculo: > 5 anos , noite , fevereiro
19,fim_de_semana , Falta de Atencao a Conducao , Colisao lateral ,  , YAMAHA , Masculino , Motocicleta , Faixa Etaria:25-29 , Idade veiculo: > 10 anos , noite , fevereiro,fim_de_semana , Falta de Atencao a Conducao , Colisao lateral ,  , HONDA , Masculino , Automovel , Faixa Etaria:30-34 , Idade veiculo: < 3 anos , noite , fevereiro
20,segunda-feira , Pista Escorregadia , Colisao com objeto estatico ,  , FORD , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: < 3 anos , tarde , fevereiro
21,segunda-feira , Falta de Atencao a Conducao , Capotamento ,  , FIAT , Masculino , Automovel , NA , Idade veiculo: > 5 anos , noite , fevereiro,segunda-feira , Falta de Atencao a Conducao , Capotamento ,  , FIAT , Feminino , Automovel , NA , Idade veiculo: > 5 anos , noite , fevereiro,segunda-feira , Falta de Atencao a Conducao , Capotamento ,  , FIAT , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , noite , fevereiro,segunda-feira , Falta de Atencao a Conducao , Capotamento ,  , FIAT , Feminino , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , noite , fevereiro
22,quarta-feira , Ingestao de Alcool , Capotamento ,  , FIAT , Masculino , Automovel , Faixa Etaria:45-49 , Idade veiculo: < 3 anos , madrugada , fevereiro,quarta-feira , Falta de Atencao a Conducao , Capotamento ,  , FIAT , Masculino , Automovel , Faixa Etaria:45-49 , Idade veiculo: < 3 anos , madrugada , fevereiro
23,quarta-feira , Velocidade Incompativel , Tombamento ,  , GUERRA , Nao Informado sexo , Semireboque , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Tombamento ,  , GUERRA , Nao Informado sexo , Semireboque , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , GUERRA , Nao Informado sexo , Semireboque , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Colisao com objeto estatico ,  , GUERRA , Nao Informado sexo , Semireboque , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Colisao transversal ,  , GUERRA , Nao Informado sexo , Semireboque , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Colisao transversal ,  , GUERRA , Nao Informado sexo , Semireboque , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Tombamento ,  , M.BENZ , Masculino , Caminhao-trator , Faixa Etaria:60-64 , Idade veiculo: > 10 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Tombamento ,  , M.BENZ , Masculino , Caminhao-trator , Faixa Etaria:60-64 , Idade veiculo: > 10 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , M.BENZ , Masculino , Caminhao-trator , Faixa Etaria:60-64 , Idade veiculo: > 10 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Colisao com objeto estatico ,  , M.BENZ , Masculino , Caminhao-trator , Faixa Etaria:60-64 , Idade veiculo: > 10 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Colisao transversal ,  , M.BENZ , Masculino , Caminhao-trator , Faixa Etaria:60-64 , Idade veiculo: > 10 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Colisao transversal ,  , M.BENZ , Masculino , Caminhao-trator , Faixa Etaria:60-64 , Idade veiculo: > 10 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Tombamento ,  , GM , Masculino , Automovel , Faixa Etaria:65-69 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Tombamento ,  , GM , Masculino , Automovel , Faixa Etaria:65-69 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , GM , Masculino , Automovel , Faixa Etaria:65-69 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Colisao com objeto estatico ,  , GM , Masculino , Automovel , Faixa Etaria:65-69 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Velocidade Incompativel , Colisao transversal ,  , GM , Masculino , Automovel , Faixa Etaria:65-69 , Idade veiculo: > 5 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Colisao transversal ,  , GM , Masculino , Automovel , Faixa Etaria:65-69 , Idade veiculo: > 5 anos , tarde , fevereiro
24,sexta-feira , Defeito Mecanico no Veiculo , Queda de ocupante de veiculo ,  , HONDA , Feminino , Motocicleta , Faixa Etaria:30-34 , Idade veiculo: > 5 anos , tarde , fevereiro,sexta-feira , Defeito Mecanico no Veiculo , Tombamento ,  , HONDA , Feminino , Motocicleta , Faixa Etaria:30-34 , Idade veiculo: > 5 anos , tarde , fevereiro
25,sexta-feira , Falta de Atencao a Conducao , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 10 anos , madrugada , fevereiro,sexta-feira , Nao guardar distancia de seguranca , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:25-29 , Idade veiculo: > 10 anos , madrugada , fevereiro,sexta-feira , Falta de Atencao a Conducao , Colisao traseira ,  , FIAT , Masculino , Automovel , Faixa Etaria:40-44 , Idade veiculo: > 15 anos , madrugada , fevereiro,sexta-feira , Nao guardar distancia de seguranca , Colisao traseira ,  , FIAT , Masculino , Automovel , Faixa Etaria:40-44 , Idade veiculo: > 15 anos , madrugada , fevereiro,sexta-feira , Falta de Atencao a Conducao , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:55-59 , Idade veiculo: > 15 anos , madrugada , fevereiro,sexta-feira , Nao guardar distancia de seguranca , Colisao traseira ,  , GM , Masculino , Automovel , Faixa Etaria:55-59 , Idade veiculo: > 15 anos , madrugada , fevereiro
26,fim_de_semana , Velocidade Incompativel , Tombamento ,  , VW , Masculino , Camioneta , Faixa Etaria:50-54 , Idade veiculo: > 10 anos , tarde , fevereiro
27,terca-feira , Defeito Mecanico no Veiculo , Colisao com objeto estatico ,  , M.BENZ , Masculino , Caminhao , Faixa Etaria:40-44 , Idade veiculo: > 20 anos , tarde , fevereiro,terca-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , M.BENZ , Masculino , Caminhao , Faixa Etaria:40-44 , Idade veiculo: > 20 anos , tarde , fevereiro,terca-feira , Defeito Mecanico no Veiculo , Tombamento ,  , M.BENZ , Masculino , Caminhao , Faixa Etaria:40-44 , Idade veiculo: > 20 anos , tarde , fevereiro,terca-feira , Velocidade Incompativel , Tombamento ,  , M.BENZ , Masculino , Caminhao , Faixa Etaria:40-44 , Idade veiculo: > 20 anos , tarde , fevereiro
28,quarta-feira , Velocidade Incompativel , Colisao com objeto estatico ,  , GM , Nao Informado sexo , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 20 anos , noite , fevereiro,quarta-feira , Pista Escorregadia , Colisao com objeto estatico ,  , GM , Nao Informado sexo , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 20 anos , noite , fevereiro,quarta-feira , Defeito Mecanico no Veiculo , Colisao com objeto estatico ,  , GM , Nao Informado sexo , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 20 anos , noite , fevereiro
29,fim_de_semana , Velocidade Incompativel , Saida de leito carroc vel ,  , VW , Masculino , Automovel , Faixa Etaria:70-74 , Idade veiculo: > 20 anos , madrugada , fevereiro
30,fim_de_semana , Pista Escorregadia , Colisao com objeto estatico ,  , FIAT , Masculino , Caminhonete , Faixa Etaria:45-49 , Idade veiculo: > 10 anos , tarde , fevereiro,fim_de_semana , Pista Escorregadia , Colisao com objeto estatico ,  , FIAT , Masculino , Caminhonete , Faixa Etaria:45-49 , Idade veiculo: > 10 anos , tarde , fevereiro
31,fim_de_semana , Velocidade Incompativel , Saida de leito carroc vel ,  , VW , Masculino , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , madrugada , fevereiro
32,fim_de_semana , Velocidade Incompativel , Capotamento ,  , NISSAN , Masculino , Automovel , Faixa Etaria:30-34 , Idade veiculo: < 3 anos , noite , fevereiro,fim_de_semana , Velocidade Incompativel , Capotamento ,  , NISSAN , Masculino , Automovel , Faixa Etaria:40-44 , Idade veiculo: < 3 anos , noite , fevereiro,fim_de_semana , Velocidade Incompativel , Capotamento ,  , NISSAN , Masculino , Automovel , Faixa Etaria:45-49 , Idade veiculo: < 3 anos , noite , fevereiro
33,segunda-feira , Nao guardar distancia de seguranca , Colisao lateral ,  , Nao Informado , Masculino , Motocicleta , Faixa Etaria:25-29 , Idade veiculo: > 5 anos , noite , fevereiro,segunda-feira , Nao guardar distancia de seguranca , Colisao lateral ,  , Nao Informado , Nao Informado sexo , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , noite , fevereiro
34,quarta-feira , Pista Escorregadia , Colisao com objeto estatico ,  , Mitsubishi  , Masculino , Utilit rio , Faixa Etaria:35-39 , Idade veiculo: < 3 anos , tarde , fevereiro,quarta-feira , Pista Escorregadia , Colisao com objeto estatico ,  , Mitsubishi  , Masculino , Utilit rio , Faixa Etaria:45-49 , Idade veiculo: < 3 anos , tarde , fevereiro
35,terca-feira , Falta de Atencao a Conducao , Colisao com objeto estatico ,  , GM , Masculino , Caminhonete , Faixa Etaria:20-24 , Idade veiculo: > 5 anos , noite , fevereiro,terca-feira , Pista Escorregadia , Colisao com objeto estatico ,  , GM , Masculino , Caminhonete , Faixa Etaria:20-24 , Idade veiculo: > 5 anos , noite , fevereiro,terca-feira , Falta de Atencao a Conducao , Colisao com objeto estatico ,  , GM , Masculino , Caminhonete , Faixa Etaria:30-34 , Idade veiculo: > 5 anos , noite , fevereiro,terca-feira , Pista Escorregadia , Colisao com objeto estatico ,  , GM , Masculino , Caminhonete , Faixa Etaria:30-34 , Idade veiculo: > 5 anos , noite , fevereiro
36,terca-feira , Pista Escorregadia , Colisao lateral ,  , HONDA , Feminino , Motoneta , Faixa Etaria:20-24 , Idade veiculo: < 3 anos , tarde , fevereiro,terca-feira , Pista Escorregadia , Colisao lateral ,  , TOYOTA , Masculino , Automovel , Faixa Etaria:35-39 , Idade veiculo: > 5 anos , tarde , fevereiro
